participant_id	bids_participant_id	session_id	pipeline_name	pipeline_version	pipeline_step	bids_session_id	status
001	sub-001	unnamed	mriqc	24.0.2	default	ses-unnamed	SUCCESS
002	sub-002	unnamed	mriqc	24.0.2	default	ses-unnamed	SUCCESS
003	sub-003	unnamed	mriqc	24.0.2	default	ses-unnamed	SUCCESS
004	sub-004	unnamed	mriqc	24.0.2	default	ses-unnamed	SUCCESS
005	sub-005	unnamed	mriqc	24.0.2	default	ses-unnamed	SUCCESS
006	sub-006	unnamed	mriqc	24.0.2	default	ses-unnamed	SUCCESS
008	sub-008	unnamed	mriqc	24.0.2	default	ses-unnamed	SUCCESS
009	sub-009	unnamed	mriqc	24.0.2	default	ses-unnamed	SUCCESS
010	sub-010	unnamed	mriqc	24.0.2	default	ses-unnamed	SUCCESS
011	sub-011	unnamed	mriqc	24.0.2	default	ses-unnamed	SUCCESS
012	sub-012	unnamed	mriqc	24.0.2	default	ses-unnamed	SUCCESS
013	sub-013	unnamed	mriqc	24.0.2	default	ses-unnamed	SUCCESS
014	sub-014	unnamed	mriqc	24.0.2	default	ses-unnamed	SUCCESS
015	sub-015	unnamed	mriqc	24.0.2	default	ses-unnamed	SUCCESS
016	sub-016	unnamed	mriqc	24.0.2	default	ses-unnamed	SUCCESS
017	sub-017	unnamed	mriqc	24.0.2	default	ses-unnamed	SUCCESS
018	sub-018	unnamed	mriqc	24.0.2	default	ses-unnamed	SUCCESS
019	sub-019	unnamed	mriqc	24.0.2	default	ses-unnamed	SUCCESS
020	sub-020	unnamed	mriqc	24.0.2	default	ses-unnamed	SUCCESS
021	sub-021	unnamed	mriqc	24.0.2	default	ses-unnamed	SUCCESS
022	sub-022	unnamed	mriqc	24.0.2	default	ses-unnamed	SUCCESS
023	sub-023	unnamed	mriqc	24.0.2	default	ses-unnamed	SUCCESS
024	sub-024	unnamed	mriqc	24.0.2	default	ses-unnamed	SUCCESS
026	sub-026	unnamed	mriqc	24.0.2	default	ses-unnamed	SUCCESS
027	sub-027	unnamed	mriqc	24.0.2	default	ses-unnamed	SUCCESS
028	sub-028	unnamed	mriqc	24.0.2	default	ses-unnamed	SUCCESS
029	sub-029	unnamed	mriqc	24.0.2	default	ses-unnamed	SUCCESS
030	sub-030	unnamed	mriqc	24.0.2	default	ses-unnamed	SUCCESS
031	sub-031	unnamed	mriqc	24.0.2	default	ses-unnamed	SUCCESS
032	sub-032	unnamed	mriqc	24.0.2	default	ses-unnamed	SUCCESS
033	sub-033	unnamed	mriqc	24.0.2	default	ses-unnamed	SUCCESS
034	sub-034	unnamed	mriqc	24.0.2	default	ses-unnamed	SUCCESS
035	sub-035	unnamed	mriqc	24.0.2	default	ses-unnamed	SUCCESS
036	sub-036	unnamed	mriqc	24.0.2	default	ses-unnamed	SUCCESS
